fang'shi  1  方式  0  
shou  1  首  0  
ji'hua  1  计划  0  
ren'lei  1  人类  0  
bao'gao  1  报告  0  
shi'ji  1  世纪  0  
fang'fa  1  方法  0  
ru  1  入  0  
xin  1  信  0  
hua  1  化  0  
bu  1  步  0  
sheng  1  生  0  
sheng  1  声  0  
tu  1  图  0  
dian'hua  1  电话  0  
neng'li  1  能力  0  
pian  1  片  0  
zuo'yong  1  作用  0  
tai  1  台  0  
ru'ci  1  如此  0  
kun'nan  1  困难  0  
duo'shao  1  多少  0  
da  1  打  0  
wei'shen'me  1  为什么  0  
sui'zhe  1  随着  0  
tan  1  谈  0  
zhi  1  支  0  
cun  1  村  0  
mi  1  米  0  
nong'cun  1  农村  0  
ju'you  1  具有  0  
xian'dai  1  现代  0  
quan'bu  1  全部  0  
yun'dong  1  运动  0  
yuan  1  原  0  
nei'rong  1  内容  0  
bang'zhu  1  帮助  0  
wen'yi  1  文艺  0  
fang  1  放  0  
zhu'ren  1  主任  0  
bie  1  别  0  
shi'ye  1  事业  0  
qi'che  1  汽车  0  
li  1  李  0  
ji'shu  1  技术  0  
zhong'yang  1  中央  0  
kou  1  口  0  
gen  1  跟  0  
ji  1  极  0  
ji'zhe  1  记者  0  
zhi'shi  1  只是  0  
bao  1  报  0  
ren'yuan  1  人员  0  
yi'lai  1  以来  0  
bian  1  边  0  
jue'de  1  觉得  0  
nin  1  您  0  
shuang  1  双  0  
zuo'you  1  左右  0  
jian'she  1  建设  0  
li'yong  1  利用  0  
cheng  1  称  0  
chen  1  称  0  
zen'yang  1  怎样  0  
xing'wei  1  行为  0  
yu'shi  1  于是  0  
peng'you  1  朋友  0  
zheng'shi  1  正是  0  
shou'dao  1  受到  0  
ren'wu  1  人物  0  
shen  1  深  0  
jie'shou  1  接受  0  
lai'dao  1  来到  0  
bai  1  百  0  
zhe'me  1  这么  0  
shan  1  山  0  
dian  1  电  0  
fa'biao  1  发表  0  
xie  1  些  0  
yuan'lai  1  原来  0  
sheng'chan  1  生产  0  
wang  1  往  0  
da'xue  1  大学  0  
ren'zhen  1  认真  0  
guo'cheng  1  过程  0  
you'ren  1  有人  0  
feng  1  风  0  
chuang'zao  1  创造  0  
zhua  1  抓  0  
zeng'jia  1  增加  0  
bu'guo  1  不过  0  
yi'shang  1  以上  0  
qi  1  七  0  
ta'men  1  它们  0  
nan  1  南  0  
wu'fa  1  无法  0  
shi'qi  1  时期  0  
geng'jia  1  更加  0  
chuan'tong  1  传统  0  
zhi'chi  1  支持  0  
gen'ju  1  根据  0  
shi'chang  1  市场  0  
bao'kuo  1  包括  0  
zhi'jie  1  直接  0  
fen  1  份  0  
ji'hui  1  机会  0  
zheng'ce  1  政策  0  
ke'xue  1  科学  0  
ji'hu  1  几乎  0  
ti'gao  1  提高  0  
pi  1  批  0  
jin  1  金  0  
jian'chi  1  坚持  0  
ke'shi  1  可是  0  
shi'ji  1  实际  0  
wan'cheng  1  完成  0  
yin'qi  1  引起  0  
dai  1  代  0  
ze'ren  1  责任  0  
hou'lai  1  后来  0  
lao'dong  1  劳动  0  
ren'wu  1  任务  0  
zhi'shi  1  知识  0  
zhou  1  周  0  
bu'dui  1  部队  0  
di  1  底  0  
bu'fen  1  部分  0  
mu'qin  1  母亲  0  
shou'xian  1  首先  0  
qi  1  期  0  
bao'hu  1  保护  0  
li'lun  1  理论  0  
xing'shi  1  形式  0  
yi'yuan  1  医院  0  
bu'ke  1  不可  0  
yun  1  云  0  
xing'dong  1  行动  0  
reng'ran  1  仍然  0  
chu'li  1  处理  0  
yuan  1  远  0  
qu'nian  1  去年  0  
xing'cheng  1  形成  0  
pao  1  跑  0  
gai'bian  1  改变  0  
na'yang  1  那样  0  
xiang'gang  1  香港  0  
xiang'xin  1  相信  0  
jiu  1  九  0  
zhong  1  中  0  
lao'shi  1  老师  0  
xin'wen  1  新闻  0  
hong  1  红  0  
jin  1  仅  0  
di'wei  1  地位  0  
chu'le  1  除了  0  
qi'ye  1  企业  0  
gang  1  刚  0  
jia  1  加  0  
zhong'yu  1  终于  0  
zhu'xi  1  主席  0  
yan'zhong  1  严重  0  
rong'yi  1  容易  0  
fa'lv  1  法律  0  
jian'li  1  建立  0  
hai  1  还  0  
qi'shi  1  其实  0  
fu'wu  1  服务  0  
yi'shi  1  意识  0  
zi'you  1  自由  0  
shi'xian  1  实现  0  
zhe  1  着  0  
na  1  那  0  
guang  1  光  0  
da'dao  1  达到  0  
ran'hou  1  然后  0  
zhan'zheng  1  战争  0  
tai'du  1  态度  0  
gai'ge  1  改革  0  
bu'shi  1  不是  0  
xian'shi  1  现实  0  
zhong  1  种  0  
shuo'ming  1  说明  0  
shi'yong  1  使用  0  
chu  1  初  0  
hui'da  1  回答  0  
ma  1  马  0  
gong'tong  1  共同  0  
mai  1  卖  0  
gui'ding  1  规定  0  
yi'xia  1  一下  0  
guan'li  1  管理  0  
yue'lai'yue  1  越来越  0  
ru'jin  1  如今  0  
she'hui'zhu'yi  1  社会主义  0  
nian'dai  1  年代  0  
bian'cheng  1  变成  0  
zhong'xin  1  中心  0  
bei  1  北  0  
dong  1  东  0  
fu'qin  1  父亲  0  
guo'ji  1  国际  0  
gao'xing  1  高兴  0  
li'jie  1  理解  0  
bao'chi  1  保持  0  
le  1  了  0  
dang  1  当  0  
xuan'ze  1  选择  0  
mou  1  某  0  
xin'li  1  心理  0  
jin'guan  1  尽管  0  
qi  1  气  0  
qie  1  且  0  
dou'zheng  1  斗争  0  
fan'dui  1  反对  0  
chuang'zuo  1  创作  0  
sui  1  虽  0  
zao'cheng  1  造成  0  
shi'fou  1  是否  0  
xia'qu  1  下去  0  
zong'shi  1  总是  0  
pai  1  派  0  
huo'de  1  获得  0  
lian'xi  1  联系  0  
zhi'yi  1  之一  0  
ye'shi  1  也是  0  
cheng  1  城  0  
suo'wei  1  所谓  0  
an'pai  1  安排  0  
mu'di  1  目的  0  
wei'da  1  伟大  0  
gong'ren  1  工人  0  
zhi'du  1  制度  0  
jing'shen  1  精神  0  
xiao'shi  1  小时  0  
si'hu  1  似乎  0  
pian  1  篇  0  
zhi  1  制  0  
mei  1  没  0  
xia'wu  1  下午  0  
suan  1  算  0  
luan  1  乱  0  
shei  1  谁  0  
shui  1  谁  0  
hei  1  黑  0  
you'qi  1  尤其  0  
lao'ren  1  老人  0  
bu'men  1  部门  0  
er  1  儿  0  
shui'ping  1  水平  0  
an'zhao  1  按照  0  
ji'guan  1  机关  0  
xin'li  1  心里  0  
min  1  民  0  
li'kai  1  离开  0  
shen'ti  1  身体  0  
ceng  1  层  0  
xiao  1  笑  0  
ma  1  吗  0  
mian'qian  1  面前  0  
ji'chu  1  基础  0  
shu  1  树  0  
bie'ren  1  别人  0  
hai  1  海  0  
chang  1  常  0  
yi'qian  1  以前  0  
du  1  读  0  
xing  1  性  0  
jia'zhi  1  价值  0  
tao  1  套  0  
gan  1  干  0  
jie'shu  1  结束  0  
fu'nv  1  妇女  0  
jiao'shou  1  教授  0  
jun'shi  1  军事  0  
ji'ben  1  基本  0  
er'zi  1  儿子  0  
xi  1  西  0  
chu  1  除  0  
qu  1  区  0  
gai  1  改  0  
bing'qie  1  并且  0  
na'li  1  那里  0  
hua  1  画  0  
jian  1  建  0  
man  1  满  0  
tong'yi  1  统一  0  
chong'xin  1  重新  0  
fang'xiang  1  方向  0  
huo  1  活  0  
zi  1  子  0  
wang'wang  1  往往  0  
kao'lv  1  考虑  0  
zhong'da  1  重大  0  
shou  1  收  0  
jiu  1  旧  0  
zhi'zhong  1  之中  0  
ren'cai  1  人才  0  
zong'tong  1  总统  0  
gan'jue  1  感觉  0  
qing  1  清  0  
ju'ti  1  具体  0  
shi  1  式  0  
wen'zhang  1  文章  0  
xian'xiang  1  现象  0  
li'ji  1  立即  0  
cai'liao  1  材料  0  
bu'de  1  不得  0  
ding  1  定  0  
zheng'ming  1  证明  0  
re  1  热  0  
nian'qing  1  年轻  0  
jie  1  接  0  
shi'shi  1  事实  0  
bai  1  白  0  
fen'bie  1  分别  0  
mao'dun  1  矛盾  0  
bu'zai  1  不再  0  
ji'ji  1  积极  0  
yu'yan  1  语言  0  
qian  1  千  0  
ju'da  1  巨大  0  
jie  1  节  0  
an'quan  1  安全  0  
ti'gong  1  提供  0  
tao'lun  1  讨论  0  
qu'de  1  取得  0  
shi'zhong  1  始终  0  
cheng'du  1  程度  0  
liu  1  留  0  
fen'xi  1  分析  0  
xiao'xi  1  消息  0  
jian'cha  1  检查  0  
xuan'chuan  1  宣传  0  
shi'jie  1  世界  0  
xiang'dang  1  相当  0  
hao  1  好  0  
ying'guo  1  英国  0  
he'zuo  1  合作  0  
fa'chu  1  发出  0  
dian'ying  1  电影  0  
ling'wai  1  另外  0  
shen'shang  1  身上  0  
xian  1  线  0  
ken'ding  1  肯定  0  
ju'xing  1  举行  0  
mu'biao  1  目标  0  
fan'ying  1  反映  0  
liang  1  量  0  
bi  1  笔  0  
yi'sheng  1  医生  0  
cheng'li  1  成立  0  
jiao  1  交  0  
chong'fen  1  充分  0  
lin  1  林  0  
tu'ran  1  突然  0  
gong'cheng  1  工程  0  
hu  1  户  0  
yi'bian  1  一边  0  
yong'yuan  1  永远  0  
biao'zhun  1  标准  0  
yuan'ze  1  原则  0  
tong'yang  1  同样  0  
kong'zhi  1  控制  0  
dui'wu  1  队伍  0  
jie'gou  1  结构  0  
wan'shang  1  晚上  0  
zhi'chu  1  指出  0  
diao'cha  1  调查  0  
li  1  立  0  
nong'ye  1  农业  0  
jia'li  1  家里  0  
nan  1  难  0  
qing'chu  1  清楚  0  
cai'qu  1  采取  0  
qun  1  群  0  
ji'zhong  1  集中  0  
jin'yi'bu  1  进一步  0  
ming'xian  1  明显  0  
liang'shi  1  粮食  0  
sheng  1  省  0  
jie'he  1  结合  0  
bao'zheng  1  保证  0  
tuan  1  团  0  
guo  1  过  0  
xi'huan  1  喜欢  0  
dong  1  动  0  
zui'jin  1  最近  0  
chuan  1  穿  0  
wen  1  文  0  
shou'ru  1  收入  0  
qiu  1  求  0  
shi'xing  1  实行  0  
ti  1  提  0  
ji  1  及  0  
mian'dui  1  面对  0  
yuan'yi  1  愿意  0  
chang  1  厂  0  
xi'tong  1  系统  0  
xing'xiang  1  形象  0  
jing  1  竟  0  
wan  1  晚  0  
duan  1  短  0  
guo'nei  1  国内  0  
li  1  离  0  
ren'sheng  1  人生  0  
quan  1  权  0  
liang  1  辆  0  
gu  1  股  0  
chong'man  1  充满  0  
lun  1  论  0  
fu'ze  1  负责  0  
gan'qing  1  感情  0  
li'yi  1  利益  0  
deng'deng  1  等等  0  
he'ping  1  和平  0  
sheng'yin  1  声音  0  
guan'nian  1  观念  0  
jing'chang  1  经常  0  
gan  1  敢  0  
guan'xin  1  关心  0  
jie'shi  1  解释  0  
dao'de  1  道德  0  
yuan  1  愿  0  
hai'you  1  还有  0  
qing  1  情  0  
tong'xue  1  同学  0  
jin'bu  1  进步  0  
li  1  力  0  
ta'men  1  她们  0  
dan  1  单  0  
jing'ying  1  经营  0  
zuo'jia  1  作家  0  
gen  1  根  0  
zhan  1  占  0  
jiao'shi  1  教师  0  
ji  1  记  0  
hui'lai  1  回来  0  
chang  1  场  0  
chu'ban  1  出版  0  
zu  1  组  0  
tui  1  退  0  
ye'xu  1  也许  0  
zhong  1  重  0  
jia'qiang  1  加强  0  
ban'gong'shi  1  办公室  0  
jian'kang  1  健康  0  
huan  1  换  0  
dao'lu  1  道路  0  
wan  1  完  0  
xun'su  1  迅速  0  
shu  1  属  0  
zheng'que  1  正确  0  
chan'pin  1  产品  0  
xin'xi  1  信息  0  
shen'ru  1  深入  0  
sheng'li  1  胜利  0  
la  1  拉  0  
fa'hui  1  发挥  0  
du'zhe  1  读者  0  
yan'jing  1  眼睛  0  
chuan  1  船  0  
jian'dan  1  简单  0  
shen  1  神  0  
fei  1  飞  0  
tai'wan  1  台湾  0  
liu'xia  1  留下  0  
pa  1  怕  0  
zhi  1  只  0  
mang  1  忙  0  
nv'zi  1  女子  0  
pai  1  排  0  
pian  1  偏  0  
ceng'jing  1  曾经  0  
xiang'mu  1  项目  0  
zhuan'jia  1  专家  0  
zhong'shi  1  重视  0  
lai'zi  1  来自  0  
she'ji  1  设计  0  
huang  1  黄  0  
feng'fu  1  丰富  0  
li'xiang  1  理想  0  
liu  1  流  0  
gong  1  公  0  
shuang'fang  1  双方  0  
yan  1  言  0  
liu  1  刘  0  
huan'ying  1  欢迎  0  
hui'fu  1  恢复  0  
yuan  1  院  0  
chang  1  唱  0  
bu'zu  1  不足  0  
shu'yu  1  属于  0  
gong'ye  1  工业  0  
yin'yue  1  音乐  0  
zhu  1  主  0  
man'zu  1  满足  0  
diao  1  掉  0  
bao  1  包  0  
zhan  1  战  0  
zhi'liang  1  质量  0  
zi'ran  1  自然  0  
zhua'zhu  1  抓住  0  
bang  1  帮  0  
ri'zi  1  日子  0  
qi'jian  1  期间  0  
tou'zi  1  投资  0  
fa'guo  1  法国  0  
guo'qu  1  过去  0  
jin'zhang  1  紧张  0  
yan  1  眼  0  
ye  1  夜  0  
ping  1  平  0  
bi'sai  1  比赛  0  
jie'duan  1  阶段  0  
kai'fa  1  开发  0  
fan'wei  1  范围  0  
guan  1  关  0  
fen'zhong  1  分钟  0  
bu'zhi  1  不知  0  
da'hui  1  大会  0  
zong'li  1  总理  0  
jiang  1  江  0  
lou  1  楼  0  
quan'mian  1  全面  0  
wei'lai  1  未来  0  
jing  1  京  0  
he  1  河  0  
ren'kou  1  人口  0  
kuo'da  1  扩大  0  
ji'shi  1  即使  0  
jun'dui  1  军队  0  
nan'yi  1  难以  0  
wai'guo  1  外国  0  
xian'jin  1  先进  0  
yin'hang  1  银行  0  
shi'jian  1  事件  0  
re'qing  1  热情  0  
chang'chang  1  常常  0  
qiang'lie  1  强烈  0  
bi'yao  1  必要  0  
wen'ming  1  文明  0  
shou'duan  1  手段  0  
ji  1  级  0  
mu  1  亩  0  
jian'yi  1  建议  0  
zhen  1  镇  0  
nv'er  1  女儿  0  
te'shu  1  特殊  0  
zhuang  1  装  0  
chen  1  陈  0  
fu'za  1  复杂  0  
zhan'shi  1  战士  0  
zuo'wei  1  作为  0  
xing'shi  1  形势  0  
wu'lun  1  无论  0  
ji'gou  1  机构  0  
zhi'xing  1  执行  0  
jiang'hua  1  讲话  0  
yi'wei  1  以为  0  
ruo  1  若  0  
xiang  1  乡  0  
tong'yi  1  同意  0  
fen'zi  1  分子  0  
wang  1  望  0  
bai  1  摆  0  
shi'jian  1  实践  0  
ke'ji  1  科技  0  
jian'zhu  1  建筑  0  
shang  1  尚  0  
yu  1  语  0  
zhi'qian  1  之前  0  
guang'da  1  广大  0  
jie  1  届  0  
na'ge  1  那个  0  
ban  1  班  0  
chang'qi  1  长期  0  
guan  1  观  0  
zhuan'men  1  专门  0  
qu  1  取  0  
da'liang  1  大量  0  
gai'zao  1  改造  0  
tu  1  土  0  
min'zhu  1  民主  0  
cheng'ji  1  成绩  0  
sui  1  随  0  
fu'mu  1  父母  0  
bei  1  倍  0  
shi  1  史  0  
pei'yang  1  培养  0  
na'li  1  哪里  0  
bei  1  杯  0  
qiang'diao  1  强调  0  
xiang'hu  1  相互  0  
mao  1  毛  0  
bao  1  保  0  
chao'guo  1  超过  0  
zheng'shi  1  正式  0  
zhu'ming  1  著名  0  
shi  1  诗  0  
zhang  1  章  0  
pi'ping  1  批评  0  
wen'ding  1  稳定  0  
ming'bai  1  明白  0  
ting  1  停  0  
chu'kou  1  出口  0  
zhong'dian  1  重点  0  
chao  1  朝  0  
zi'jin  1  资金  0  
zhi'dao  1  指导  0  
ying  1  英  0  
zhuang'tai  1  状态  0  
zu'guo  1  祖国  0  
bu'dan  1  不但  0  
jie  1  借  0  
bao'dao  1  报道  0  
yao  1  药  0  
kai'zhan  1  开展  0  
tou'ru  1  投入  0  
shen  1  身  0  
gao'du  1  高度  0  
zhi  1  直  0  
du'li  1  独立  0  
dian'shi  1  电视  0  
ma'ma  1  妈妈  0  
zhi'gong  1  职工  0  
nan  1  男  0  
zeng'zhang  1  增长  0  
ge'di  1  各地  0  
fei  1  费  0  
you'shi  1  有时  0  
shen'ke  1  深刻  0  
yi'xia  1  以下  0  
gang'gang  1  刚刚  0  
zhu'zhang  1  主张  0  
jiao  1  教  0  
ming'que  1  明确  0  
xi'guan  1  习惯  0  
tiao'zheng  1  调整  0  
jiao'tong  1  交通  0  
yin'su  1  因素  0  
yang  1  养  0  
xing'zheng  1  行政  0  
gua  1  挂  0  
zhui'qiu  1  追求  0  
wu  1  物  0  
guan'jian  1  关键  0  
cuo'shi  1  措施  0  
jian'jue  1  坚决  0  
cheng'ren  1  承认  0  
shi  1  实  0  
ji  1  集  0  
xiao'guo  1  效果  0  
de'guo  1  德国  0  
cao  1  草  0  
xuan'bu  1  宣布  0  
shang'wu  1  上午  0  
zhi  1  知  0  
gong'chan'dang  1  共产党  0  
shi'qu  1  失去  0  
zi'yuan  1  资源  0  
jian'shao  1  减少  0  
duan  1  断  0  
ling'yu  1  领域  0  
feng  1  封  0  
xian'hou  1  先后  0  
jin'hou  1  今后  0  
cu'jin  1  促进  0  
jing'li  1  经历  0  
you'xiao  1  有效  0  
te'dian  1  特点  0  
wei'zhi  1  位置  0  
xian'dai'hua  1  现代化  0  
jiu'yao  1  就要  0  
jia'ge  1  价格  0  
bu'zhang  1  部长  0  
guo'lai  1  过来  0  
guan'zhong  1  观众  0  
zhi'de  1  值得  0  
lun  1  轮  0  
zheng'chang  1  正常  0  
jiao  1  脚  0  
di'fang  1  地方  0  
po'huai  1  破坏  0  
kan'lai  1  看来  0  
shi'ying  1  适应  0  
zhan'lve  1  战略  0  
tian'qi  1  天气  0  
ji  1  急  0  
du  1  度  0  
gong'xian  1  贡献  0  
tu'chu  1  突出  0  
ou'zhou  1  欧洲  0  
zhang'wo  1  掌握  0  
cuo'wu  1  错误  0  
he  1  何  0  
bing'ren  1  病人  0  
dui'xiang  1  对象  0  
que'ding  1  确定  0  
shi'shi  1  实施  0  
ci'wai  1  此外  0  
wei'yuan'hui  1  委员会  0  
man'yi  1  满意  0  
shi  1  师  0  
ying'xiong  1  英雄  0  
ming  1  明  0  
zhu  1  驻  0  
chong  1  冲  0  
zai'yu  1  在于  0  
he'li  1  合理  0  
pu'tong  1  普通  0  
jing'zheng  1  竞争  0  
dang'di  1  当地  0  
zong'jiao  1  宗教  0  
lian'he  1  联合  0  
ye'wu  1  业务  0  
wu'zhi  1  物质  0  
biao'ming  1  表明  0  
xun'lian  1  训练  0  
